core.externalId,core.name,core.description,Hash Value,Storage Type,Hash Scheme,Content Encoding,Location,Content Language,Blob Type,Is Partitioned,Additional Metadata,Path,Pruned Partition,ETag,File Analysis Status,engine_line,base_contract_id,filename,Customer,parent_document,contract_id,relationship link,upload_filename,contract_format,document_type,core.technicalDescription,core.createdOn,core.createdBy,core.modifiedOn,core.modifiedBy,core.identity,core.location,core.origin
4bfce055-a12d-3ec2-a0a1-a49dbffc2224://FileServer/C:/Project_GE/flatfile/pdf/TOR-2010(8591)-16.pdf~com.infa.odin.models.file.File,TOR-2010(8591)-16.pdf,,,,,,C:\Project_GE\flatfile\pdf\TOR-2010(8591)-16.pdf,,,,,C:\Project_GE\flatfile\pdf\TOR-2010(8591)-16.pdf,,,Unsupported Format,CF34,1-1054062,CF34-10E_ACIA Aero Leasing APAC Limited_T&M 1-1054062_11302023_2025_01_21_16_33_29_textract_results.json,ACIA Aero Leasing APAC Limited,TRUE,1-1054062_time_and_material_agreement_2023-11-15,"<p><a rel=""noopener noreferrer"" href=""https://rctech.org"" target=""_blank"">https://rctech.org</a></p>",CF34-10E_ACIA Aero Leasing APAC Limited_T&M 1-1054062_11302023_2025_01_21_16_33_29_textract_results.json,GE T&M,time_and_material_agreement,,"Jun 10, 2025, 02:06:44 AM",Manoj_Dev,"Jun 12, 2025, 07:22:22 AM",Manoj_Dev,bf370d53-6d3f-4de7-8e0c-223d49e6b4b3,4bfce055-a12d-3ec2-a0a1-a49dbffc2224://4bfce055-a12d-3ec2-a0a1-a49dbffc2224/File Server/C:/Project_GE/flatfile/pdf/TOR-2010(8591)-16.pdf,4bfce055-a12d-3ec2-a0a1-a49dbffc2224
4bfce055-a12d-3ec2-a0a1-a49dbffc2224://FileServer/C:/Project_GE/flatfile/pdf/contract-nnl10aa03b.pdf~com.infa.odin.models.file.File,contract-nnl10aa03b.pdf,,,,,,C:\Project_GE\flatfile\pdf\contract-nnl10aa03b.pdf,,,,,C:\Project_GE\flatfile\pdf\contract-nnl10aa03b.pdf,,,Unsupported Format,CF34,1-1053475,CF34-8C; CF34-8E; CF34-10_AerCap Ireland_ T&M1-1053475_05312022_text_searchable_2025_01_13_22_50_10_textract_results.json,AERCAP IRELAND LTD,TRUE,1-1053475_time_and_material_agreement_2022-03-25,"<p><a rel=""noopener noreferrer"" href=""https://cdgc.dm-em.informaticacloud.com/asset/bf370d53-6d3f-4de7-8e0c-223d49e6b4b3?tabId=overview"" target=""_blank"">https://cdgc.dm-em.informaticacloud.com/asset/bf370d53-6d3f-4de7-8e0c-223d49e6b4b3?tabId=overview</a></p>",CF34-8C; CF34-8E; CF34-10_AerCap Ireland_ T&M1-1053475_05312022_text_searchable_2025_01_13_22_50_10_textract_results.json,GE T&M,time_and_material_agreement,,"Jun 10, 2025, 02:06:44 AM",Manoj_Dev,"Jun 10, 2025, 07:26:31 AM",Manoj_Dev,df77eca1-eb53-47d0-a5fd-a196b7c6b268,4bfce055-a12d-3ec2-a0a1-a49dbffc2224://4bfce055-a12d-3ec2-a0a1-a49dbffc2224/File Server/C:/Project_GE/flatfile/pdf/contract-nnl10aa03b.pdf,4bfce055-a12d-3ec2-a0a1-a49dbffc2224
