core.externalId,core.name,core.description,com.infa.odin.models.file.location,core.technicalDescription,core.createdOn,core.createdBy,core.modifiedOn,core.modifiedBy,core.identity,core.location,core.origin
4bfce055-a12d-3ec2-a0a1-a49dbffc2224://FileServer~com.infa.odin.models.file.FileSystem,File Server,Windows File System,,,"Jun 10, 2025, 02:06:17 AM",Manoj_Dev,"Jun 10, 2025, 02:06:17 AM",Manoj_Dev,a8ad4949-a068-410f-a4c4-e2a61cebcc38,4bfce055-a12d-3ec2-a0a1-a49dbffc2224://4bfce055-a12d-3ec2-a0a1-a49dbffc2224/File Server,4bfce055-a12d-3ec2-a0a1-a49dbffc2224
